en|As a cultural movement, the Renaissance encompassed innovative flowering of Latin and vernacular literatures, beginning
en|The Renaissance was a cultural movement that profoundly affected European intellectual life in the early
en|During the Renaissance, money and art went hand in hand. Artists depended entirely on patrons
en|The plague was carried by fleas on sailing vessels returning from the ports of Asia
en|The demographic decline due to the plague had economic consequences: the prices of food dropped
en|It has long been a matter of debate why the Renaissance began in Florence, and not
en|Historian in the sense of a "researcher of history" is attested from 1531. In all
en|All events that are remembered and preserved in some authentic form constitute the historical record
en|The line of demarcation between prehistoric and historical times is crossed when people cease to live
en|Philosophy of history is a branch of philosophy concerning the eventual significance, if any, of
en|In the 20th century, academic historians focused less on epic nationalistic narratives, which often tended
en|For example, to explain why the ancient Egyptians developed a successful civilization, studying the geography
nl|De Buitenvaart werd in 1589 gegraven. Het kanaal loopt door de Eemnesserpolder en is feitelijk
nl|Van de vier miljoen bezoekers die het park jaarlijks trekt, besteedt het merendeel zijn tijd de
nl|de eeuw die volgde nam het aantal toeristische voorzieningen de het park sterk toe en 
nl|Een ander probleem was de toenemende vraag naar toeristische accommodatie en gemakkelijker vervoer naar de
nl|Het nieuwe nationale park werd vanaf 19 mei 1891 beheerd door de cavalerie van het
nl|Het landschap in Yosemite National Park heeft vorm gekregen door de interactie tussen gletsjers en
nl|De opheffing en versnelde erosie stelden (meestal verticale) scheuren in de granieten rotsen bloot aan
nl|Gletsjers konden wel 1200 meter dik zijn en het is niet verwonderlijk dat ze hun
nl|de subalpiene zone zijn de bomen schaarser en kleiner. Kleine bosjes wisselen open plekken af
nl|Vanaf de aankomst op de Kaap probeerden de Nederlanders te communiceren met lokale stammen, zoals
nl|Hoewel het Nederlands in Zuid-Afrika rond het midden van de negentiende eeuw vertakt was
nl|Het Nederlands en Afrikaans hebben hun status als de grootste taal in het gebied van
nl|De nieuwe spelling kreeg overal, zowel in Europa als in Afrika, veel kritiek. De spelling
nl|Tijdens en na de Tweede Boerenoorlog werden de meest invloedrijke Nederlanders door de Britten verscheept
nl|De eerste grammatica- en spellingsregels voor het Afrikaans werden al aan het einde van de
nl|och verbrak vooral Nederland niet zomaar de banden met Zuid-Afrika. Daarvoor waren de geschiedkundige
nl|Ondanks de wrijving tussen de talen gedurende en na de apartheidsjaren, groeit de laatste jaren
nl|Deze plannen omvatten het uitwisselen van kennis en ervaring op terreinen, zoals aan taal gerelateerde
nl|De structuur van de woorden en de zinnen van een taal worden gedefinieerd aan de
nl|Chemische technologen zoeken de veiligste en meest economische oplossing voor een proces. Dat betekent dat
nl|Chemisch technologen houden zich bezig met veel meer dan alleen het ontwerp van een fabriek
nl|Bij het begin van de laatste jaargang (1873) veranderde Onze Roeping de een maandblad en werd het uitgegeven
nl|Ook had ze een relatie met diens broer DJ Dick. Haar grootste bekendheid had ze tussen
nl|Nederland is sinds 1848 een parlementaire democratie onder een constitutionele monarchie, een staatsvorm waarbij de
nl|Nederlandt in gebruik voor zowel de Nederlanden als geheel als voor de beide afzonderlijke staten
nl|De eeuwenlange strijd tegen het water heeft een duidelijke invloed gehad op de inrichting van
nl|Zoals in grote delen van West-Europa, bevindt zich in het Nederlandse Carboon steenkool, die de
nl|Met circa 1600 zonuren heeft de kust de meeste zonuren, terwijl de Achterhoek met ongeveer
nl|Ook voor een aantal dieren worden wel geografische districten onderscheiden, zoals voor onder andere broedvogels
nl|Het klimaat op het westelijke deel van deze eilanden is vergelijkbaar met dat van
nl|Met de komst van de Romeinen in 57 de begon de protohistorie van de Lage
nl|De veertiende eeuw was voor Europa een periode van crises in velerlei opzicht, met onder
nl|Na de Franse revolutie vielen in 1795 de Franse troepen Nederland binnen. Zij bezorgden daarbij
nl|Daarnaast zijn er de problemen met integratie die door Pim Fortuyn zijn benoemd, die om
nl|Parallel aan de ontkerkelijking de er een toename van een ongebonden spirituele groep die zingeving
nl|Aan het begin van de 21e eeuw zijn er vooral ontwikkelingen geweest op het rechtse
nl|Het doel van Europol is om de effectiviteit en samenwerking tussen de autoriteiten van de lidstaten
nl|Europol is gevestigd in Den Haag. Eerst werd een gebouw betrokken aan de Raamweg, op
nl|Tot slot wordt er van hen advies verwacht en worden ze geacht op regelmatige basis
nl|Het EU-beleid richt zich op het vrij laten bewegen van arbeid, goederen, diensten en
en|Liang long has all the characteristics of a northeast Chinese man. He is tall, broad
en|They were also one of the few Chinese rock bands invited to perform in Shanghai 
en|Although they are one of China's most popular rock bands, they remain an alternative act 
en|The birthplace of Chinese rock was in Beijing As the nation's capital, the music was highly politicised
en|The first Chinese rock song was arguably the Northwest Wind anthem "Nothing To My Name", first
en|These included glam rock styles: pretty face, long hair, jeans, silver metal ornaments, black leather
en|The album showcased raw, rather unorthodox playing styles, as well as a rejection (even sometimes
en|Another important step in the development of Chinese rock music had been the Beijing Midi
en|But since late 2010, Shanghai has seen a surge in concert goers, bands and live
en|However, the chaos of the Cultural Revolution prevented such an event from taking place on
